,comments,label
19132,블랙 최고에요,
19133,노랑 이쁜데ㅜㅜ,
19134,(본인이 직접 삭제한 댓글입니다),
19135,민트 아니에요..?,
19136,정식 명칭은 그린이 맞아요,
19137,색은 사실 민트색 맞아요 근데 이름만 그린...!,
19138,블랙 핵 간지...,
19139,사전예약 퍼플 아직도 못 받았어요... SKT 너희 진짜... ㅠㅠ,
19140,헉 정말요? 몇기가 하셨나요?,
19141,128이요!,
19142,전체적으로 색이 워낙 예쁘게 뽑혀서 컬러풀한걸 갈망했던 사람들에게 불티나게 팔린 거 같아요 ㅋㅋㅋ 진짜 이쁨 ㅠㅠㅠ,
19143,레드 실물 대박인데ㅜㅜㅜㅜ,
19144,화이트 최고에요ㅜㅜ,
19145,퍼플 쓰는데 진짜진짜 이뻐요ㅠㅠ,
19146,옐로색이 엄청 잘만든 계란찜같네용'ㅁ'♡,
19147,퍼플 사려다가 없대서 화이트 샀는데 만족해요 ㅎㅎ,
19148,블랙무룩..,
19149,화이트가 최고에요..!!,
19150,퍼플 짱!!,
19151,퍼플 만족감 1000%ㅠㅠㅠ퍼플 사세요 다들,
19152,내께 꼴찌네,
19153,화이트 너무 예뻐요ㅠㅠㅠ,
19154,빛 반사돼서 생긴다는 그거 괜찮나요???,
19155,할 화이트 예쁘다,
19156,그거보다 정방향 없는거 진짜 별로ㅠ,
19157,헐 정방향이 없대요....?,
19158,정방향 있어요!,
19159,어디요?! ㅠㅠㅠ 제 사촌언니가 쓰는데 정방향이 없어서 계속 못찍었거든요,
19160,카메라 화면에서 아래-위 방향으로 슬라이드 쓱 해주시면 화면 비율 설정하는거 나와용,
19161,세상에서곱창이제일좋은사람에게,
19162,제가 바보같았군요 ㅠ 캡쳐까지해주셔서 감사합니다!,
19163,정방향 이쏘요!,
19164,그린 퍼플 예쁘당!!,
19165,11 시리즈 색깔 진짜 잘뽑은듯ㅠㅠ,
19166,색깔별로 소장하고 싶당,
19167,화이트 사려고 마음 먹고 갔는데 없어서 퍼플 샀어요 ㅠㅠㅠㅠㅠㅠㅠ,
19168,옐로처돌이지만 화이트가 젤 이쁘네요,
19169,갖구싶댜...,
19170,오늘 그린 실물로 봤는데 짱예뻤어요!!,
19171,1234 너무 예쁜데 네개 다 사서 질릴때마다 바꿔쓰고싶다,
19172,저는 그린입니다ㅎ,
19173,저는 프로맥스 실버샀지만... (828p를 구별해버리는 눈...) 아니었으면 무조건 그린 샀을 것 같아요 너무 예뻐 ㅠㅠ,
19174,저는 그린 주세요,
19175,"난 무조건 퍼플,,,",
19176,저는 레드❤️,
19177,노란색 귀엽다,
19178,6s👉🏻11 red 이뻐요!!,
19179,퍼플 예쁘다..,
19180,노란색 예뻐요,
19181,블랙최고최고,
19182,헐 프로도 알고싶어요,
19183,레드도 실물 예쁘더라구용,
19184,홀 블랙 이쁜디,
19185,울 동생 레드 샀는데 이쁘더라구여,
19186,퍼플 이뻐요 잘쓰고있음 ㅎ.ㅎ💜,
19187,제가 사도 퍼플 화이트 고민할 듯... 허나 난 갤럭시!,
19188,난 레드,
19189,저는..퍼플인데 화이트가 눈에 아른거려요...ㅠㅠㅠ 케이스도 어울리는거 없고 투명껴도 살짝 탁해지던데 저만 그런가유 ㅠ,
19190,노랑색 별로 안 좋아하는데 옐로우 예뻐보인다,
19191,퍼플💜넘 만족스러워요,
19192,레드 넘 사고싶다 ㅜㅜ... 그 전에도 레드 나왔을때 항상 갖고 싶었는데 현실은 안드로이드행...,
19193,퍼플 넘예뻐요.. 볼때마다 행복합니당,
19194,친구들거봤는데화이트가깔끔하니예쁘더라구영,
19195,저 6+에서 화이트11으로 바꿨는데 넘넘넘 조아요ㅋㅋㅋㅋㅋㅋ 퍼플사려고 했는데 뭔가 나중에 질릴거 같아서...,
19196,화이트 최고,
19197,화이트 사랑훼,
19198,퍼플살껄화이트샀네요,
19199,옐로우 아니면 레드 사고시픈걸요,
19200,그린 쵝오...,
19201,중국 짝퉁폰같이생겼,
19202,뭔가 실물 안보고는 퍼플 사고싶은데 실물보면 옐로우 사고싶을거같애요 ㅎㅎ,
19203,퍼플 너무 예뻐요ㅠㅠㅠㅠ,
19204,퍼플 너무 예뻐서 프로랑 고민중 ㅠㅠ,
19205,블랙 진짜 예쁜데 ㅠㅠㅠ,
19206,퍼플 진짜 미쳤어요실물 봤는데 겁나 이뻐요 약정 아직 1년반 남앗는데도 사고싶은 충동 들정도로 이뻐요,
19207,역시 퍼플 ^^,
19208,화이트 대만족 힘들게 구했어요ㅠㅠㅠ 퍼플이 젤 인기 많다고 가는 곳 마다 퍼플만 있어서,
19209,확실히 퍼플이 체감대박이에요 여기저기 다 퍼플 재고없다는 글이 매일같이 올라와서요,
19210,오.. 화이트괜찮다,
19211,전 레드쓰고있어요!!!,
19212,11 카메라 괜찮은가요?,
19213,11로 찍은 제주도풍경입니다!,
19214,동영상 볼때 해상도도 괜찮나요?,
19215,엊그저께 찍은 사진입니다!,
19216,동영상 볼 때 해상도도 괜찮아요?,
19217,옐로우 실물 갑......,
19218,화이트 샀어요 짱예,
19219,레드❤️,
19220,개인적으로 옐로우가 가장 예뻤습니다ㅠㅠ,
19221,퍼플 진짜 예쁘당,
19222,퍼플 넘예...,
19223,블랙 진짜 예쁜데 왜 안 나갈까요,
19224,우왕 색깔 이쁘네용,
19225,퍼플 진짜 제취향저격,
19226,레드 사랑해❤️,
19227,옐로우 사고 싶은데 재고 없어서 퍼플샀어요ㅠㅠㅠ,
19228,그린 너무 이쁘지않나요? ㅠㅠ,
19229,아무리봐도 안예쁘다..,
19230,옐로 넘 예뻐요 ㅠㅠ,
19231,화이트 최고~!,
19232,화이트...,
19233,헐 전 블랙 ㅎㅎ,
19234,퍼플 넘 예뻐서 주구장창 투명케이스만 끼는 중ㅎㅎ,
19235,노랑이 진짜 예쁜데...,
19236,퍼플 진짜 진짜 예뻐요ㅠㅠㅠㅠ,
19237,암생각없이 얼마전에 폰바꾸러갔다가 11 걍 검정으로 달랬는데 검정이 없어가지구 그 매장은 화이트 남은 거 있대서 화이트 샀는데 화이트가 훠너어어어ㅓㄹㄹ 예뻐여ㅠㅠㅡㅠㅠㅠㅍㅍㅍ,
19238,와 세상에 옐로우...,
19239,난 화이트!!!,
19240,으엥 저는 블랙인디,
19241,레드 산다 기다려라 레드,
19242,노랑 넘 귀여븜...,
19243,화이트 쓰고 있는데 넘 조아요~~~,
19244,저 퍼플인데 넘모 예뽀요 흥흥😍😍,
19245,퍼플 넘 갖고싶어요ㅜㅠㅠ,
19246,퍼플  구하기 너무 힘들었어욬ㅋㅋㅋㅋㅋ 근데 너무 예쁨 ㅠㅠ,
19247,노란색왕이쁘ㅠㅠ,
19248,퍼플 넘 예쁨 ㅠㅠ,
19249,제 취향은 퍼플 ㅜㅜ,
19250,블랙 의외다,
19251,나도 블랙에서 화이트로 넘어오긴 했지만,
19252,제 주변 아이폰11중에서도 퍼플이 제일 많아용 저도 퍼플!!!,
19253,화이트 쪽,
19254,퍼플 진짜 예뻐용 ㅠㅠㅠㅠㅠㅠ,
19255,(내용 없이 첨부한 댓글),
19256,예 제가 그 퍼플입니다 너무 이뻐요,
19257,그린 하늘색같네요ㅠ이쁘다ㅠㅠㅠ보라도 그렇고ㅠㅠㅠ,
19258,퍼플 짱예 ㅠㅠㅠㅠ,
19259,지금 퍼플 사용자 만족합니다,
19260,ㅠㅠㅠ지금 색깔 고민중이에요 질릴까봐 기본사고 싶은데 화이트가 너무 쌩화이트라 a4용지같아서 ㅠ 아이폰6골드 만족하면서 썼으면 색있는 거 써도 안질릴까용? ㅋㅋㅋ 예쁜데 너무 보라색 말곤 너무 비비드라 질릴까봐 걱정되네용,
19261,안질리는거 같아요..저 6s 로골 4년썻는데 케이스 뺄때마다 예뻐서 반했어요 ㅋㅋㅋㅋㅋ지금 8 골드 쓰는데 이거두 뒷면 볼때마다 예뻐서 광광...,
19262,헉 옐로 2위일줄,
19263,보라색 넘 이뻐용,
19264,보라색 최고!!!!,
19265,화이트 넘 예뻐ㅜㅜ,
19266,퍼플~~~~~!!!!♡,
19267,블랙 잘나갈줄 알았는데,
19268,헉 옐로 넘 예쁜데!,
19269,호오 예판은 민트가 1위였다던데,
19270,퍼플 갖고 싶었는데ㅠㅠㅠㅠ 텅장이라 아쉽,
19271,퍼플 화이트 진짜 예뻐,
19272,"저 블랙인데 완전 간지와방 ~!~!~!~!~!~!~! 휴대폰 대리점에서는 그린 추천해주셨는데 오이비누색 같아서 안했어요,,, ㅎㅎ",
19273,"지금 화이트로 인티하는데 세상 예뻐요,,,",
19274,아이폰은 레드가 최고^^❤️❤️,
19275,화이트 이쁘다,
19276,의외로 블랙이 낮네요,
19277,화이트 사랑해,
19278,블랙 너무 예쁜데 왜 꼴등.....,
19279,오늘사려구했는데 재고없다고해서ㅜㅜ,
19280,노랭이 사고 싶어용,
19281,퍼플인데 화이트로 바꾸고 싶어요...,
19282,애들 거의 다 퍼플ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
19283,저는 퍼플이쥬유,
19284,힝구... 블랙 예뻐요...,
19285,이뿌다이뿌다,
19286,저 퍼플 동생 민트인데 둘 다 너무 예뻐요ㅠㅠㅠ 옐로우도 귀엽고 화이트도 깔끔하고 예뻐요ㅠㅠㅠㅠ,
19287,친구 그린쓰는데 짱예뿜,
19288,강경 블랙파 ...,
19289,저두 프로를 샀지만 퍼플 있었으면 퍼플 샀을거에요..,
19290,레드 본새 난다 ..,
19291,퍼플 사랑해ㅠㅠㅠㅠ 오래가자 우리,
19292,옐로우 색상 쓰고 있는데 너무 이뻐요ㅠㅠㅠㅠㅠㅠ,
19293,실물은 노랑이가 젤 이뿌더라구요! 글서 충동적으로 살뻔 했지만! 카메라가 제 이성을 잡게 해주드라구여!,
19294,저예요 저!!! 제가 퍼플이라규여!!!! 볼때마다 1일 1감탄합니다,
19295,레드 예뿐데... 완전 쨍한 정석레드,
19296,블랙예쁜데ㅠㅜ,
19297,ㅎㅇㅌ예쁘내영,
19298,여러분 옐로우 진짜 이뻐요ㅠㅠㅠㅠ 알아주세요ㅠㅠㅠ 실물보고 반해서 그자리에서 질렀어요,
19299,블랙 예뻐요ㅜㅜ,
19300,옐로우..퍼플... 갖고싶다..,
19301,옐로 예쁘다,
19302,저는 옐로우 샀쥬 히히,
19303,옐로우랑 민트 진짜 이쁘다 하....,
19304,솔직히 다 갖고 싶어요..,
19305,노랑 좋아하는데 뭔가... 별로 사고싶지 않은...,
19306,레드!!!!!!,
19307,퍼플 실물 짱입니다,
19308,레드 최고><♡,
19309,퍼플 예쁘다,
19310,왜.. 예뻐보이는건데,
19311,레드갖고싶네요,
19312,레드가이뿌다,
19313,"퍼플 색을 너무 잘 뽑았음,,, 사고 싶다",
19314,"블랙 샀는데 진짜 최고예요,,",
19315,퍼플 짱 💜💜,
19316,옐로우 진심 너무 예뻐요,
19317,아이폰은 역시 화이트..,
19318,그린 갖거픔,
19319,퍼플이쁘당,
19320,옐로가 진짜 실물갑이에요 여러분,
19321,내가쓰는 블랙이 꼴찌라니..,
19322,전 블랙 샀어용 ><,
19323,퍼플 쓰는데 질리지가 않움,
19324,보노 넘 이쁜 공식색...,
19325,화이트 옐로우 너무 갖고싶은 ㅜㅜ,
19326,제가 그 퍼플입니다,
19327,퍼플삿지용 ㅎ,
19328,매트블랙이 있었으면 내가 당연히 갈아탔을텐데.....,
19329,퍼플 이쁘다...,
19330,화이트1111,
19331,옐로우...,
19332,인덕션은 별루지만 퍼플 색감 넘 옙허요 ㅠㅁㅠ,
19333,색은 진짜 역대급이예요 진짜.. 프로도 다들 색이 너무 예버ㅠㅠ,
19334,퍼플 진짜 너무 갖고싶....,
19335,화이트 너무 예뻐요ㅠㅠㅠㅠㅠ,
19336,화이트 처돌이....,
19337,퍼플 옐로우 화이트 민트 갖고싶 ㅠㅠ,
19338,퍼플 그린 진짜 예쁘다,
19339,옐로우 진심 예뻐요ㅠㅠ 케이스 투명만 끼고 다니는중ㅜㅠㅠ,
19340,퍼플 예쁘네요,
19341,그린 예쁘당,
19342,블랙인데..,
19343,옐로우 예뻐요...,
19344,퍼플 화이트 진짜이쁘다,
19345,헐 화이트 짱예,
19346,옐로우 사고 싶었는데 ㅜㅜㅜㅜ 프로의 노예 ..,
19347,퍼플 진짜 색하나는 이쁜듯..,
19348,"화이트 갖고싶다,.",
19349,화이트 샀어용 만족!,
19350,"퍼플 넘 예쁘다,,,,ㅠ,,,",
19351,로고만 좀 위로 올라갔어도..ㅠㅠㅠ,
19352,퍼플 실물 진짜 에브던데,
19353,퍼플 쓰고 있는데 개인적으로 이번에 화이트도 넘 이쁘게 잘나온 것 같아요.. 실물깡패,
19354,222 퍼플 샀는데 자꾸 눈에 밟혀요ㅜ,
19355,퍼플 실물 별로던데 너무 진해여,
19356,아이폰 로고 너무 정중앙..  로고 위치는 왜바꿨는지ㅠㅜ,
19357,레드 완전 예뻐요~,
19358,퍼플이랑 옐로우 진짜 이쁜 것 같네용...,
19359,"솔직히 옐로보단 블랙이 나아보이는데,,",
19360,퍼플 진짜 예뻐요,
19361,흰색 없어서 노랑색 샀는데 나름 괜찮아요,
19362,레드 넘 예뻐요ㅠㅠㅠㅠㅠ,
19363,내 원픽 블랙..의외로 순위권에 없네요,
19364,블랙..,
19365,화이트 사고 싶어유,
19366,저는 그린 삿지용~~~,
19367,퍼플 갖고 싶어용 'ㅅ',
19368,옐로 퍼플 머무 이쁘다 ㅠㅠㅠㅠ 진짜 색감 노란거랑 오이현상만 아니몀 사는 건데...,
19369,화이트랑 블랙 예쁘네요!,
19370,블랙 완전 예뻐여 퍼플 사러 갔다가 없어서 블랙 샀는데 웬걸 더 만족중이에여,
19371,레드사고싶어요 ㅠㅠ,
19372,저화이트요!! 화이트 진짜 케이스 아무거나 껴도 잘어울리고 진짜 실물 갑이에요,
19373,화이트 샀는데 만족 ㅎㅅㅎ,
19374,화이트 하악,
19375,진짜예쁘다..,
19376,옐로우 구하기 힘들었어여ㅠㅠㅠ사전예약하고도 한달넘게 기다려서 며칠전에 받았어여...듀르륵,
19377,퍼플이랑 그린 사고싶어요,
19378,옐로...,
19379,레드최고!!!,
19380,저도 퍼플이요💜,
19381,레드 찐 인데여 ㅠㅠㅠ 개인적이지만 퍼플 예쁘긴 한데 생각보단 음 ㅇ괜찮네 이랬음,
19382,그린 사서 순영이랑 커플 하고 싶다...,
19383,퍼플ㅠ 사고싶다,
19384,전자기기 블랙 처돌이인데 처음으로 파스텔 톤에 꽂혔어요.......,
19385,파스텔 톤인데 제 눈에는 왜 이렇게 안 예쁜지...,
19386,그린 예쁘다,
19387,퍼플 진짜 물량 없다 그래서 기다리고 바꾼 촌인데 진짜 흐회앖어요 최고 항상 행복해💜,
19388,퍼플 짱 ㅠㅠ 운 좋게 세 번째로 간 대리점에서 딱 하나 남아 있는 거 샀지영 ✌🏻,
19389,노랭이 샀지롱,
19390,퍼플 내핸드폰♡,
19391,전 레드 산지 꽤 됐지만 볼때마다 예뻐요>_< 노트10레드랑은 다른 귀여운 예쁨,
19392,퍼플 진짜 예뻐요💜,
19393,저두 옐로 흐 흐 볼때마다 이뻐요,
19394,마지막에 저거 연걸하는건 뭥애여??,
19395,퍼플 사서 쓰고있어용,
19396,🦑🖤여러분 블랙 실물깡패입니다!!!🖤🦑,
19397,블랙이 의외로 안나가네,
19398,2222,
19399,6s 멀쩡한데 6s->11 어때용?그린색 너무 예쁘잖아요😭😭😭,
19400,저 식에스플에서 11로 바꿨는데 완존 만족해요!! 핸드폰이 좀 무겁긴하지만요..,
19401,진짜요? 무거운거야 익숙해지면 별로 못느낄것 같아요! 구매욕구 뿜뿜이네용!!😭😭 정보 감사합니당😍,
19402,(본인이 직접 삭제한 댓글입니다),
19403,저도 로골 쓰다 색 질릴까 봐 화이트 샀어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
19404,로골은 아니지만 스페이스그레이 입니다!ㅠㅠㅠ 그린색 너무 제 눈에 아른아른 거리네요ㅠㅠㅠㅠㅠ,
19405,저두 딱 그래서 바꿨는데 너무 행벅합니다 진짜로,
19406,저는 망가짐 + 수능침이라서11으로ㅜ바꿨는데 너무 예뻐요ㅠㅠㅜ 오늘 놀러가서 사진만 200장 찍음,
19407,배터리 오래 가나요?,
19408,완전 오래가요! 저 오늘 놀이공원 가서 새벽에 일어나서 지금 집 들어가는 중인데 아직 25% 남았어요!! 6s 배터리 다 죽은거 쓰다가 이거 쓰니까 너무 행복,
19409,헐 엄청 좋네요 식에스 배터리 노답이라서 바꾸러고요ㅠㅠㅠㅠ폰이 많이 무겁나요? 금방 적응하나요?,
19410,그래도 울지마에게,
19411,저는 많이 무거운지 모르겠어요 한 1.3 ~ 1.5배? 무거운거 같은데 저는 오늘로 폰 산지3일째인데 적응했슴니당!,
19412,시울2에게,
19413,오오 그렇군요 감사합니다~~,
19414,그린예뻐요ㅠ그린하세요ㅠㅠ,
19415,와 그린 색깔....ㅠㅠㅠㅠㅠㅠ 너무 예뻐요ㅠㅠㅠㅠㅠㅠ 사진 감사합니다!!ㅠㅠㅠㅠㅠㅠ,
19416,화이트ㄴㅇㄴ😎,
19417,퍼플 러브,
19418,블랙 진짜 예뿐데 ㅠㅠㅠㅠㅠ 만족 500프로예여😍,
19419,블랙 저 쓰는 중인데... 블랙 최고,
19420,화이트 짱예🤍🤍,
19421,화이트 사고싶어용...,
19422,퍼플 짱,
19423,퍼플 쵝오,
19424,화이트 이뻐용~!,
19425,오늘 퍼플 받았는ㄷ 머무 예뻐요 ㅠㅠ,
19426,레드처돌히인 저는 언제나 레드가 좋아요....,
19427,보라색 샀는데 정말 너무너무 예뻐요 ㅠㅠ,
19428,레드 아니면 화이트 사고싶당,
19429,퍼플 가지고 싶어요 ㅠㅠ,
19430,"노랑이 쓰는데 진심 넘 이뻐요,,,",
19431,연보라 때문에뽐뿌와여..,
19432,프로 샀지만 옐로우 진짜 너무 예뻐요 ㅠㅠ,
19433,옐로 체고~ 실물갑,
19434,레드 예쁜데 ㅠㅠㅠㅠㅠㅠㅠ실물깡팬데 ㅠㅠㅠㅠ,
19435,퍼플 최고에여ㅜㅜㅜㅜㅜㅜㅜㅜ 제 핸드폰 ㅠㅠㅠㅠㅠㅠ,
19436,평범한게 좋아서 그런가 화이트랑 블랙이 예뻐보인당,
19437,옐로우 실물 진짜 예뻐요ㅠㅠㅠㅠ 원래 퍼플 사려고 했는데 옐로우 산거 진짜 후회 안해요,
19438,애플.. 코발트블루 내줘용..,
19439,엑슨데 자꾸 눈에 밟힘 바꿔야 하는 건가...,
19440,엘로우 진짜 이쁘다... 노트 10으로 바꾸려고 했는데 넘 이쁘네여ㅜㅜㅜ,
19441,블랙이 젤 이뻤는데ㅠ ㅠㅠㅠㅠㅠㅠ,
19442,오늘 샀눈데 넘 이뻐요ㅜㅜ,
19443,아 노트10플이랑 아이폰 11이랑 고민된다 심각하게,
19444,겜 여러 개 켜놓고 돌리시면 노트10 추천 드립니당. 아이폰은 다른 거 들어갔다가 다시 돌아오면 겜 재시작 됩니다. 겜 별로 안 하시고 이전에 아이폰 사용자시면 아이폰 쭉 쓰시는 게 좋습니다 :)),
19445,퍼플 예에,
19446,블랙 예쁜데 ㅠㅡㅠ,
19447,옐로우 너무 사고싶어여ㅠㅠㅠㅠㅠ,
19448,퍼플 진짜 이뻐여 ㅠㅠㅠㅠㅠㅎㅎㅎㅎ,
19449,그린 없어서 옐로우 샀는데 아주 만족합니당,
19450,화이트 최고 아직도 못 받았지만 ^ㅡㅠ,
19451,퍼플 사고싶었는데 없어서 화이트 샀어요ㅠㅠㅜ 아쉬운데 예쁘니까ㅠㅠㅜ,
19452,저는 그 반대요 ㅠㅠ 화이트 사려고 마음 먹고 갔는데 없어서 퍼플 샀어요 ㅠㅠ,
19453,ㅠㅠㅠ저랑 바꾸실래요ㅠㅠㅠㅠ쿸ㅌㅋ큐ㅜ,
19454,ㅠㅠㅠㅠ 진짜 있다고 해서 먼 지역 까지 갔는데 없어서 ㅠㅠㅠ 바꾸고 싶어요 큐ㅠㅠㅠ,
19455,헐 블랙이 꼴등이라니,
19456,전 옐로우가 제일 좋아여 ㅠㅠ 빨리 사야지,
19457,레드 알러뷰,
19458,퍼플 너무 예쁘다....,
19459,노랭이 쓰는데 넘 귀엽습니다 다들 노랭이 하세여~~,
19460,블랙ㅠㅠㅠ진짜 예쁩🖤🖤🖤,
19461,보라색 완전 예뻐요~!~!,
19462,저는 옐로에여  넘예 ㅠㅠ,
19463,저는 노랑이욧!! 노랑 예뻐용ㅋㅋㅋ케,
19464,"곧 아이폰11로 바꿔요,,,두근두근🤗",
19465,저 엑스인데 리퍼받아야하는데 ㅠ 72만원인데 걍 바꿀까요 11로 ㅋㅋㅋ 할부 50만원 정도 남았는뎈ㅋㅠㅠㅠㅠ,
19466,생각보다 실물이 예쁘잖아..?,
19467,퍼플짱...,
19468,난레드샀징,
19469,"블랙 예뻐욥,,",
19470,제 픽은 그린 아니면 블랙...,
19471,블랙 최고에요,
19472,노랑 이쁜데ㅜㅜ,
19473,(본인이 직접 삭제한 댓글입니다),
19474,민트 아니에요..?,
19475,정식 명칭은 그린이 맞아요,
19476,색은 사실 민트색 맞아요 근데 이름만 그린...!,
19477,블랙 핵 간지...,
19478,사전예약 퍼플 아직도 못 받았어요... SKT 너희 진짜... ㅠㅠ,
19479,헉 정말요? 몇기가 하셨나요?,
19480,128이요!,
19481,전체적으로 색이 워낙 예쁘게 뽑혀서 컬러풀한걸 갈망했던 사람들에게 불티나게 팔린 거 같아요 ㅋㅋㅋ 진짜 이쁨 ㅠㅠㅠ,
19482,레드 실물 대박인데ㅜㅜㅜㅜ,
19483,화이트 최고에요ㅜㅜ,
19484,퍼플 쓰는데 진짜진짜 이뻐요ㅠㅠ,
19485,옐로색이 엄청 잘만든 계란찜같네용'ㅁ'♡,
19486,퍼플 사려다가 없대서 화이트 샀는데 만족해요 ㅎㅎ,
19487,블랙무룩..,
19488,화이트가 최고에요..!!,
19489,퍼플 짱!!,
19490,퍼플 만족감 1000%ㅠㅠㅠ퍼플 사세요 다들,
19491,내께 꼴찌네,
19492,화이트 너무 예뻐요ㅠㅠㅠ,
19493,빛 반사돼서 생긴다는 그거 괜찮나요???,
19494,할 화이트 예쁘다,
19495,그거보다 정방향 없는거 진짜 별로ㅠ,
19496,헐 정방향이 없대요....?,
19497,정방향 있어요!,
19498,어디요?! ㅠㅠㅠ 제 사촌언니가 쓰는데 정방향이 없어서 계속 못찍었거든요,
19499,카메라 화면에서 아래-위 방향으로 슬라이드 쓱 해주시면 화면 비율 설정하는거 나와용,
19500,세상에서곱창이제일좋은사람에게,
19501,제가 바보같았군요 ㅠ 캡쳐까지해주셔서 감사합니다!,
19502,정방향 이쏘요!,
19503,그린 퍼플 예쁘당!!,
19504,11 시리즈 색깔 진짜 잘뽑은듯ㅠㅠ,
19505,색깔별로 소장하고 싶당,
19506,화이트 사려고 마음 먹고 갔는데 없어서 퍼플 샀어요 ㅠㅠㅠㅠㅠㅠㅠ,
19507,옐로처돌이지만 화이트가 젤 이쁘네요,
19508,갖구싶댜...,
19509,오늘 그린 실물로 봤는데 짱예뻤어요!!,
19510,1234 너무 예쁜데 네개 다 사서 질릴때마다 바꿔쓰고싶다,
19511,저는 그린입니다ㅎ,
19512,저는 프로맥스 실버샀지만... (828p를 구별해버리는 눈...) 아니었으면 무조건 그린 샀을 것 같아요 너무 예뻐 ㅠㅠ,
19513,저는 그린 주세요,
19514,"난 무조건 퍼플,,,",
19515,저는 레드❤️,
19516,노란색 귀엽다,
19517,6s👉🏻11 red 이뻐요!!,
19518,퍼플 예쁘다..,
19519,노란색 예뻐요,
19520,블랙최고최고,
19521,헐 프로도 알고싶어요,
19522,레드도 실물 예쁘더라구용,
19523,홀 블랙 이쁜디,
19524,울 동생 레드 샀는데 이쁘더라구여,
19525,퍼플 이뻐요 잘쓰고있음 ㅎ.ㅎ💜,
19526,제가 사도 퍼플 화이트 고민할 듯... 허나 난 갤럭시!,
19527,난 레드,
19528,저는..퍼플인데 화이트가 눈에 아른거려요...ㅠㅠㅠ 케이스도 어울리는거 없고 투명껴도 살짝 탁해지던데 저만 그런가유 ㅠ,
19529,노랑색 별로 안 좋아하는데 옐로우 예뻐보인다,
19530,퍼플💜넘 만족스러워요,
19531,레드 넘 사고싶다 ㅜㅜ... 그 전에도 레드 나왔을때 항상 갖고 싶었는데 현실은 안드로이드행...,
19532,퍼플 넘예뻐요.. 볼때마다 행복합니당,
19533,친구들거봤는데화이트가깔끔하니예쁘더라구영,
19534,저 6+에서 화이트11으로 바꿨는데 넘넘넘 조아요ㅋㅋㅋㅋㅋㅋ 퍼플사려고 했는데 뭔가 나중에 질릴거 같아서...,
19535,화이트 최고,
19536,화이트 사랑훼,
19537,퍼플살껄화이트샀네요,
19538,옐로우 아니면 레드 사고시픈걸요,
19539,그린 쵝오...,
19540,중국 짝퉁폰같이생겼,
19541,뭔가 실물 안보고는 퍼플 사고싶은데 실물보면 옐로우 사고싶을거같애요 ㅎㅎ,
19542,퍼플 너무 예뻐요ㅠㅠㅠㅠ,
19543,퍼플 너무 예뻐서 프로랑 고민중 ㅠㅠ,
19544,블랙 진짜 예쁜데 ㅠㅠㅠ,
19545,퍼플 진짜 미쳤어요실물 봤는데 겁나 이뻐요 약정 아직 1년반 남앗는데도 사고싶은 충동 들정도로 이뻐요,
19546,역시 퍼플 ^^,
19547,화이트 대만족 힘들게 구했어요ㅠㅠㅠ 퍼플이 젤 인기 많다고 가는 곳 마다 퍼플만 있어서,
19548,확실히 퍼플이 체감대박이에요 여기저기 다 퍼플 재고없다는 글이 매일같이 올라와서요,
19549,오.. 화이트괜찮다,
19550,전 레드쓰고있어요!!!,
19551,11 카메라 괜찮은가요?,
19552,11로 찍은 제주도풍경입니다!,
19553,동영상 볼때 해상도도 괜찮나요?,
19554,엊그저께 찍은 사진입니다!,
19555,동영상 볼 때 해상도도 괜찮아요?,
19556,옐로우 실물 갑......,
19557,화이트 샀어요 짱예,
19558,레드❤️,
19559,개인적으로 옐로우가 가장 예뻤습니다ㅠㅠ,
19560,퍼플 진짜 예쁘당,
19561,퍼플 넘예...,
19562,블랙 진짜 예쁜데 왜 안 나갈까요,
19563,우왕 색깔 이쁘네용,
19564,퍼플 진짜 제취향저격,
19565,레드 사랑해❤️,
19566,옐로우 사고 싶은데 재고 없어서 퍼플샀어요ㅠㅠㅠ,
19567,그린 너무 이쁘지않나요? ㅠㅠ,
19568,아무리봐도 안예쁘다..,
19569,옐로 넘 예뻐요 ㅠㅠ,
19570,화이트 최고~!,
19571,화이트...,
19572,헐 전 블랙 ㅎㅎ,
19573,퍼플 넘 예뻐서 주구장창 투명케이스만 끼는 중ㅎㅎ,
19574,노랑이 진짜 예쁜데...,
19575,퍼플 진짜 진짜 예뻐요ㅠㅠㅠㅠ,
19576,암생각없이 얼마전에 폰바꾸러갔다가 11 걍 검정으로 달랬는데 검정이 없어가지구 그 매장은 화이트 남은 거 있대서 화이트 샀는데 화이트가 훠너어어어ㅓㄹㄹ 예뻐여ㅠㅠㅡㅠㅠㅠㅍㅍㅍ,
19577,와 세상에 옐로우...,
19578,난 화이트!!!,
19579,으엥 저는 블랙인디,
19580,레드 산다 기다려라 레드,
19581,노랑 넘 귀여븜...,
19582,화이트 쓰고 있는데 넘 조아요~~~,
19583,저 퍼플인데 넘모 예뽀요 흥흥😍😍,
19584,퍼플 넘 갖고싶어요ㅜㅠㅠ,
19585,퍼플  구하기 너무 힘들었어욬ㅋㅋㅋㅋㅋ 근데 너무 예쁨 ㅠㅠ,
19586,노란색왕이쁘ㅠㅠ,
19587,퍼플 넘 예쁨 ㅠㅠ,
19588,제 취향은 퍼플 ㅜㅜ,
